In,opens,high,low,close,ema6,ema12,ema24,labels,prediction,Datetime,profit,Trades
1875,66.625,67.79000091552734,58.564998626708984,61.6349983215332,65.96785175638763,65.70091555341956,63.898837146806244,nn,nn,2018-10-09,2.6100006103515625,42
1876,61.5,62.470001220703125,56.92499923706055,57.29249954223633,63.48917969520154,64.4073130901606,63.37033013844065,nn,nn,2018-10-16,2.6100006103515625,42
1877,57.81999969482422,58.83000183105469,48.279998779296875,49.5724983215332,59.512985017010585,62.125033894987155,62.26650359308805,nn,nn,2018-10-23,2.6100006103515625,42
1878,50.997501373291016,55.5,44.002498626708984,53.72999954223633,57.860703452789366,60.83349014841011,61.58358326901992,nn,nn,2018-10-30,2.6100006103515625,42
1879,53.59749984741211,54.352500915527344,50.2599983215332,51.41749954223633,56.01978804977421,59.384876208998755,60.77029657087723,nn,nn,2018-11-06,2.6100006103515625,42
1880,50.494998931884766,51.720001220703125,40.40250015258789,41.10749816894531,51.75913379810881,56.57297189514438,59.19727269872268,nn,nn,2018-11-13,2.6100006103515625,42
1881,40.4474983215332,40.45500183105469,33.32749938964844,36.25,47.32795271293487,53.44636083435294,57.36149088282486,nn,nn,2018-11-20,2.6100006103515625,42
1882,37.47249984741211,40.96500015258789,36.63999938964844,40.85749816894531,45.47925141465214,51.509612731982536,56.0411714657145,nn,nn,2018-11-27,2.6100006103515625,42
1883,43.150001525878906,43.66999816894531,36.404998779296875,36.90250015258789,43.028751054062354,49.2623646428449,54.51007776066437,nn,nn,2018-12-04,2.6100006103515625,42
1884,36.45000076293945,38.97249984741211,36.20500183105469,36.61249923706055,41.19553624920469,47.31623150349346,53.07827147877607,nn,nn,2018-12-11,2.6100006103515625,42
1885,36.310001373291016,37.58250045776367,32.1150016784668,32.39250183105469,38.68038355830469,45.020273092349036,51.423409906958355,nn,nn,2018-12-18,2.6100006103515625,42
1886,31.622499465942383,34.34749984741211,31.114999771118164,33.412498474121094,37.175273534252234,43.23446161262166,49.982536992331376,nn,nn,2018-12-25,2.6100006103515625,42
1887,33.849998474121094,34.619998931884766,31.922500610351562,34.04750061035156,36.28162412742347,41.821082996887796,48.70773408177299,nn,nn,2019-01-01,2.6100006103515625,42
1888,34.625,37.4375,34.10749816894531,37.20750045776367,36.54616022180638,41.11130106779178,47.787715391852245,nn,nn,2019-01-08,2.6100006103515625,42
1889,36.68000030517578,39.494998931884766,36.442501068115234,39.23249816894531,37.31368534956036,40.822254467969245,47.10329801401969,nn,nn,2019-01-15,2.6100006103515625,42
1890,38.9275016784668,40.220001220703125,36.88750076293945,40.037498474121094,38.091917670863424,40.70152277660799,46.538034050827804,nn,nn,2019-01-22,2.6100006103515625,42
1891,34.13750076293945,36.6974983215332,32.75,36.182498931884766,37.54636945972666,40.006288338958264,45.70959124131236,nn,nn,2019-01-29,2.6100006103515625,42
1892,36.342498779296875,38.900001525878906,36.032501220703125,37.04249954223633,37.402406626158,39.55032083177027,45.016223905386276,nn,nn,2019-02-05,2.6100006103515625,42
1893,36.59749984741211,40.967498779296875,36.125,39.334999084472656,37.95457589996219,39.5171944091091,44.56172591971319,nn,nn,2019-02-12,2.6100006103515625,42
1894,39.227500915527344,40.314998626708984,38.79499816894531,39.79750061035156,38.481125817216295,39.56031844006948,44.18058789496426,nn,nn,2019-02-19,2.6100006103515625,42
1895,40.63999938964844,41.31999969482422,38.27750015258789,39.11249923706055,38.66151822288608,39.4914231780681,43.77514080233196,nn,nn,2019-02-26,2.6100006103515625,42
1896,39.5,39.72999954223633,36.20000076293945,37.65999984741211,38.3753701156078,39.209665742582565,43.28592952593837,nn,nn,2019-03-05,2.6100006103515625,42
1897,37.897499084472656,42.88249969482422,37.42250061035156,42.45249938964844,39.540264193905124,39.70856322674655,43.219255115035175,nn,nn,2019-03-12,2.6100006103515625,42
1898,42.77000045776367,46.25,41.96500015258789,44.375,40.9216172813608,40.426476576477846,43.31171470583236,nn,nn,2019-03-19,2.6100006103515625,42
1899,43.96500015258789,48.36750030517578,42.77750015258789,46.57500076293945,45.421250343322754,45.421250343322754,45.421250343322754,48.36750030517578,50.36888920544061,2019-03-20,2.6100006103515625,42
1900,61.5,62.470001220703125,56.92499923706055,57.29249954223633,63.48917969520154,64.4073130901606,63.37033013844065,nn,nn,2018-10-16,-1.2924995422363281,43
1901,57.81999969482422,58.83000183105469,48.279998779296875,49.5724983215332,59.512985017010585,62.125033894987155,62.26650359308805,nn,nn,2018-10-23,-1.2924995422363281,43
1902,50.997501373291016,55.5,44.002498626708984,53.72999954223633,57.860703452789366,60.83349014841011,61.58358326901992,nn,nn,2018-10-30,-1.2924995422363281,43
1903,53.59749984741211,54.352500915527344,50.2599983215332,51.41749954223633,56.01978804977421,59.384876208998755,60.77029657087723,nn,nn,2018-11-06,-1.2924995422363281,43
1904,50.494998931884766,51.720001220703125,40.40250015258789,41.10749816894531,51.75913379810881,56.57297189514438,59.19727269872267,nn,nn,2018-11-13,-1.2924995422363281,43
1905,40.4474983215332,40.45500183105469,33.32749938964844,36.25,47.32795271293487,53.44636083435294,57.36149088282486,nn,nn,2018-11-20,-1.2924995422363281,43
1906,37.47249984741211,40.96500015258789,36.63999938964844,40.85749816894531,45.47925141465214,51.509612731982536,56.0411714657145,nn,nn,2018-11-27,-1.2924995422363281,43
1907,43.150001525878906,43.66999816894531,36.404998779296875,36.90250015258789,43.028751054062354,49.2623646428449,54.51007776066437,nn,nn,2018-12-04,-1.2924995422363281,43
1908,36.45000076293945,38.97249984741211,36.20500183105469,36.61249923706055,41.19553624920469,47.31623150349346,53.07827147877607,nn,nn,2018-12-11,-1.2924995422363281,43
1909,36.310001373291016,37.58250045776367,32.1150016784668,32.39250183105469,38.68038355830469,45.020273092349036,51.423409906958355,nn,nn,2018-12-18,-1.2924995422363281,43
1910,31.622499465942383,34.34749984741211,31.114999771118164,33.412498474121094,37.175273534252234,43.23446161262166,49.982536992331376,nn,nn,2018-12-25,-1.2924995422363281,43
1911,33.849998474121094,34.619998931884766,31.922500610351562,34.04750061035156,36.28162412742347,41.821082996887796,48.70773408177299,nn,nn,2019-01-01,-1.2924995422363281,43
1912,34.625,37.4375,34.10749816894531,37.20750045776367,36.54616022180638,41.11130106779178,47.787715391852245,nn,nn,2019-01-08,-1.2924995422363281,43
1913,36.68000030517578,39.494998931884766,36.442501068115234,39.23249816894531,37.31368534956036,40.822254467969245,47.10329801401969,nn,nn,2019-01-15,-1.2924995422363281,43
1914,38.9275016784668,40.220001220703125,36.88750076293945,40.037498474121094,38.091917670863424,40.70152277660799,46.538034050827804,nn,nn,2019-01-22,-1.2924995422363281,43
1915,34.13750076293945,36.6974983215332,32.75,36.182498931884766,37.54636945972666,40.006288338958264,45.70959124131236,nn,nn,2019-01-29,-1.2924995422363281,43
1916,36.342498779296875,38.900001525878906,36.032501220703125,37.04249954223633,37.402406626158,39.55032083177027,45.016223905386276,nn,nn,2019-02-05,-1.2924995422363281,43
1917,36.59749984741211,40.967498779296875,36.125,39.334999084472656,37.95457589996219,39.5171944091091,44.56172591971319,nn,nn,2019-02-12,-1.2924995422363281,43
1918,39.227500915527344,40.314998626708984,38.79499816894531,39.79750061035156,38.481125817216295,39.56031844006948,44.18058789496426,nn,nn,2019-02-19,-1.2924995422363281,43
1919,40.63999938964844,41.31999969482422,38.27750015258789,39.11249923706055,38.66151822288608,39.4914231780681,43.77514080233196,nn,nn,2019-02-26,-1.2924995422363281,43
1920,39.5,39.72999954223633,36.20000076293945,37.65999984741211,38.3753701156078,39.209665742582565,43.28592952593837,nn,nn,2019-03-05,-1.2924995422363281,43
1921,37.897499084472656,42.88249969482422,37.42250061035156,42.45249938964844,39.540264193905124,39.70856322674655,43.219255115035175,nn,nn,2019-03-12,-1.2924995422363281,43
1922,42.77000045776367,46.25,41.96500015258789,44.375,40.9216172813608,40.426476576477846,43.31171470583236,nn,nn,2019-03-19,-1.2924995422363281,43
1923,43.96500015258789,45.4375,42.77750015258789,44.88999938964844,42.05544074087155,41.1131723938887,43.43797748053765,nn,nn,2019-03-26,-1.2924995422363281,43
1924,45.814998626708984,48.36750030517578,43.32500076293945,44.522499084472656,45.50749969482422,45.50749969482422,45.50749969482422,48.36750030517578,49.09612985214622,2019-03-27,-1.2924995422363281,43
1950,50.997501373291016,55.5,44.002498626708984,53.72999954223633,57.860703452789366,60.83349014841011,61.58358326901992,nn,nn,2018-10-30,-5.219997406005859,44
1951,53.59749984741211,54.352500915527344,50.2599983215332,51.41749954223633,56.01978804977421,59.384876208998755,60.77029657087723,nn,nn,2018-11-06,-5.219997406005859,44
1952,50.494998931884766,51.720001220703125,40.40250015258789,41.10749816894531,51.75913379810881,56.57297189514438,59.19727269872268,nn,nn,2018-11-13,-5.219997406005859,44
1953,40.4474983215332,40.45500183105469,33.32749938964844,36.25,47.32795271293487,53.44636083435294,57.36149088282486,nn,nn,2018-11-20,-5.219997406005859,44
1954,37.47249984741211,40.96500015258789,36.63999938964844,40.85749816894531,45.47925141465214,51.509612731982536,56.0411714657145,nn,nn,2018-11-27,-5.219997406005859,44
1955,43.150001525878906,43.66999816894531,36.404998779296875,36.90250015258789,43.028751054062354,49.2623646428449,54.51007776066437,nn,nn,2018-12-04,-5.219997406005859,44
1956,36.45000076293945,38.97249984741211,36.20500183105469,36.61249923706055,41.19553624920469,47.31623150349346,53.07827147877607,nn,nn,2018-12-11,-5.219997406005859,44
1957,36.310001373291016,37.58250045776367,32.1150016784668,32.39250183105469,38.68038355830469,45.020273092349036,51.423409906958355,nn,nn,2018-12-18,-5.219997406005859,44
1958,31.622499465942383,34.34749984741211,31.114999771118164,33.412498474121094,37.175273534252234,43.23446161262166,49.982536992331376,nn,nn,2018-12-25,-5.219997406005859,44
1959,33.849998474121094,34.619998931884766,31.922500610351562,34.04750061035156,36.28162412742347,41.821082996887796,48.70773408177299,nn,nn,2019-01-01,-5.219997406005859,44
1960,34.625,37.4375,34.10749816894531,37.20750045776367,36.54616022180638,41.11130106779178,47.787715391852245,nn,nn,2019-01-08,-5.219997406005859,44
1961,36.68000030517578,39.494998931884766,36.442501068115234,39.23249816894531,37.31368534956036,40.822254467969245,47.10329801401969,nn,nn,2019-01-15,-5.219997406005859,44
1962,38.9275016784668,40.220001220703125,36.88750076293945,40.037498474121094,38.091917670863424,40.70152277660799,46.538034050827804,nn,nn,2019-01-22,-5.219997406005859,44
1963,34.13750076293945,36.6974983215332,32.75,36.182498931884766,37.54636945972666,40.006288338958264,45.70959124131236,nn,nn,2019-01-29,-5.219997406005859,44
1964,36.342498779296875,38.900001525878906,36.032501220703125,37.04249954223633,37.402406626158,39.55032083177027,45.016223905386276,nn,nn,2019-02-05,-5.219997406005859,44
1965,36.59749984741211,40.967498779296875,36.125,39.334999084472656,37.95457589996219,39.5171944091091,44.56172591971319,nn,nn,2019-02-12,-5.219997406005859,44
1966,39.227500915527344,40.314998626708984,38.79499816894531,39.79750061035156,38.481125817216295,39.56031844006948,44.18058789496426,nn,nn,2019-02-19,-5.219997406005859,44
1967,40.63999938964844,41.31999969482422,38.27750015258789,39.11249923706055,38.66151822288608,39.4914231780681,43.77514080233196,nn,nn,2019-02-26,-5.219997406005859,44
1968,39.5,39.72999954223633,36.20000076293945,37.65999984741211,38.3753701156078,39.209665742582565,43.28592952593837,nn,nn,2019-03-05,-5.219997406005859,44
1969,37.897499084472656,42.88249969482422,37.42250061035156,42.45249938964844,39.540264193905124,39.70856322674655,43.219255115035175,nn,nn,2019-03-12,-5.219997406005859,44
1970,42.77000045776367,46.25,41.96500015258789,44.375,40.9216172813608,40.426476576477846,43.31171470583236,nn,nn,2019-03-19,-5.219997406005859,44
1971,43.96500015258789,45.4375,42.77750015258789,44.88999938964844,42.05544074087155,41.1131723938887,43.43797748053765,nn,nn,2019-03-26,-5.219997406005859,44
1972,45.814998626708984,47.912498474121094,45.092498779296875,47.73749923706055,43.67888602549698,42.13229960053052,43.78193922105948,nn,nn,2019-04-02,-5.219997406005859,44
1973,47.43000030517578,48.36750030517578,46.88999938964844,47.502498626708984,44.77134676870041,42.95848406609644,44.07958397351144,nn,nn,2019-04-09,-5.219997406005859,44
1974,47.42499923706055,48.20249938964844,41.0,42.20500183105469,44.70812511444092,44.70812511444092,44.70812511444092,48.20249938964844,50.28385969906304,2019-04-10,-5.219997406005859,44
1975,53.59749984741211,54.352500915527344,50.2599983215332,51.41749954223633,56.01978804977421,59.384876208998755,60.77029657087723,nn,nn,2018-11-06,-7.2050018310546875,45
1976,50.494998931884766,51.720001220703125,40.40250015258789,41.10749816894531,51.75913379810881,56.57297189514438,59.19727269872268,nn,nn,2018-11-13,-7.2050018310546875,45
1977,40.4474983215332,40.45500183105469,33.32749938964844,36.25,47.32795271293487,53.44636083435294,57.36149088282486,nn,nn,2018-11-20,-7.2050018310546875,45
1978,37.47249984741211,40.96500015258789,36.63999938964844,40.85749816894531,45.47925141465214,51.509612731982536,56.0411714657145,nn,nn,2018-11-27,-7.2050018310546875,45
1979,43.150001525878906,43.66999816894531,36.404998779296875,36.90250015258789,43.028751054062354,49.2623646428449,54.51007776066437,nn,nn,2018-12-04,-7.2050018310546875,45
1980,36.45000076293945,38.97249984741211,36.20500183105469,36.61249923706055,41.19553624920469,47.31623150349346,53.07827147877607,nn,nn,2018-12-11,-7.2050018310546875,45
1981,36.310001373291016,37.58250045776367,32.1150016784668,32.39250183105469,38.68038355830469,45.020273092349036,51.423409906958355,nn,nn,2018-12-18,-7.2050018310546875,45
1982,31.622499465942383,34.34749984741211,31.114999771118164,33.412498474121094,37.175273534252234,43.23446161262166,49.982536992331376,nn,nn,2018-12-25,-7.2050018310546875,45
1983,33.849998474121094,34.619998931884766,31.922500610351562,34.04750061035156,36.28162412742347,41.821082996887796,48.70773408177299,nn,nn,2019-01-01,-7.2050018310546875,45
1984,34.625,37.4375,34.10749816894531,37.20750045776367,36.54616022180638,41.11130106779178,47.787715391852245,nn,nn,2019-01-08,-7.2050018310546875,45
1985,36.68000030517578,39.494998931884766,36.442501068115234,39.23249816894531,37.31368534956036,40.822254467969245,47.10329801401969,nn,nn,2019-01-15,-7.2050018310546875,45
1986,38.9275016784668,40.220001220703125,36.88750076293945,40.037498474121094,38.091917670863424,40.70152277660799,46.538034050827804,nn,nn,2019-01-22,-7.2050018310546875,45
1987,34.13750076293945,36.6974983215332,32.75,36.182498931884766,37.54636945972666,40.006288338958264,45.70959124131236,nn,nn,2019-01-29,-7.2050018310546875,45
1988,36.342498779296875,38.900001525878906,36.032501220703125,37.04249954223633,37.402406626158,39.55032083177027,45.016223905386276,nn,nn,2019-02-05,-7.2050018310546875,45
1989,36.59749984741211,40.967498779296875,36.125,39.334999084472656,37.95457589996219,39.5171944091091,44.56172591971319,nn,nn,2019-02-12,-7.2050018310546875,45
1990,39.227500915527344,40.314998626708984,38.79499816894531,39.79750061035156,38.481125817216295,39.56031844006948,44.18058789496426,nn,nn,2019-02-19,-7.2050018310546875,45
1991,40.63999938964844,41.31999969482422,38.27750015258789,39.11249923706055,38.66151822288608,39.4914231780681,43.77514080233196,nn,nn,2019-02-26,-7.2050018310546875,45
1992,39.5,39.72999954223633,36.20000076293945,37.65999984741211,38.3753701156078,39.209665742582565,43.28592952593837,nn,nn,2019-03-05,-7.2050018310546875,45
1993,37.897499084472656,42.88249969482422,37.42250061035156,42.45249938964844,39.540264193905124,39.70856322674655,43.219255115035175,nn,nn,2019-03-12,-7.2050018310546875,45
1994,42.77000045776367,46.25,41.96500015258789,44.375,40.9216172813608,40.426476576477846,43.31171470583236,nn,nn,2019-03-19,-7.2050018310546875,45
1995,43.96500015258789,45.4375,42.77750015258789,44.88999938964844,42.05544074087155,41.1131723938887,43.43797748053765,nn,nn,2019-03-26,-7.2050018310546875,45
1996,45.814998626708984,47.912498474121094,45.092498779296875,47.73749923706055,43.67888602549698,42.13229960053052,43.78193922105948,nn,nn,2019-04-02,-7.2050018310546875,45
1997,47.43000030517578,48.36750030517578,46.88999938964844,47.502498626708984,44.77134676870041,42.95848406609644,44.07958397351144,nn,nn,2019-04-09,-7.2050018310546875,45
1998,47.42499923706055,47.6150016784668,45.775001525878906,46.57500076293945,45.28667648134014,43.514871250226136,44.27921731666568,nn,nn,2019-04-16,-7.2050018310546875,45
1999,46.337501525878906,48.20249938964844,38.73500061035156,39.13249969482422,43.10187530517578,43.10187530517578,43.10187530517578,48.20249938964844,51.01178619800935,2019-04-17,-7.2050018310546875,45
2000,50.494998931884766,51.720001220703125,40.40250015258789,41.10749816894531,51.75913379810881,56.57297189514438,59.19727269872268,nn,nn,2018-11-13,-8.31500244140625,46
2001,40.4474983215332,40.45500183105469,33.32749938964844,36.25,47.32795271293487,53.44636083435294,57.36149088282486,nn,nn,2018-11-20,-8.31500244140625,46
2002,37.47249984741211,40.96500015258789,36.63999938964844,40.85749816894531,45.47925141465214,51.509612731982536,56.0411714657145,nn,nn,2018-11-27,-8.31500244140625,46
2003,43.150001525878906,43.66999816894531,36.404998779296875,36.90250015258789,43.028751054062354,49.2623646428449,54.51007776066437,nn,nn,2018-12-04,-8.31500244140625,46
2004,36.45000076293945,38.97249984741211,36.20500183105469,36.61249923706055,41.19553624920469,47.31623150349346,53.07827147877607,nn,nn,2018-12-11,-8.31500244140625,46
2005,36.310001373291016,37.58250045776367,32.1150016784668,32.39250183105469,38.68038355830469,45.020273092349036,51.423409906958355,nn,nn,2018-12-18,-8.31500244140625,46
2006,31.622499465942383,34.34749984741211,31.114999771118164,33.412498474121094,37.175273534252234,43.23446161262166,49.982536992331376,nn,nn,2018-12-25,-8.31500244140625,46
2007,33.849998474121094,34.619998931884766,31.922500610351562,34.04750061035156,36.28162412742347,41.821082996887796,48.70773408177299,nn,nn,2019-01-01,-8.31500244140625,46
2008,34.625,37.4375,34.10749816894531,37.20750045776367,36.54616022180638,41.11130106779178,47.787715391852245,nn,nn,2019-01-08,-8.31500244140625,46
2009,36.68000030517578,39.494998931884766,36.442501068115234,39.23249816894531,37.31368534956036,40.822254467969245,47.10329801401969,nn,nn,2019-01-15,-8.31500244140625,46
2010,38.9275016784668,40.220001220703125,36.88750076293945,40.037498474121094,38.091917670863424,40.70152277660799,46.538034050827804,nn,nn,2019-01-22,-8.31500244140625,46
2011,34.13750076293945,36.6974983215332,32.75,36.182498931884766,37.54636945972666,40.006288338958264,45.70959124131236,nn,nn,2019-01-29,-8.31500244140625,46
2012,36.342498779296875,38.900001525878906,36.032501220703125,37.04249954223633,37.402406626158,39.55032083177027,45.016223905386276,nn,nn,2019-02-05,-8.31500244140625,46
2013,36.59749984741211,40.967498779296875,36.125,39.334999084472656,37.95457589996219,39.5171944091091,44.56172591971319,nn,nn,2019-02-12,-8.31500244140625,46
2014,39.227500915527344,40.314998626708984,38.79499816894531,39.79750061035156,38.481125817216295,39.56031844006948,44.18058789496426,nn,nn,2019-02-19,-8.31500244140625,46
2015,40.63999938964844,41.31999969482422,38.27750015258789,39.11249923706055,38.66151822288608,39.4914231780681,43.77514080233196,nn,nn,2019-02-26,-8.31500244140625,46
2016,39.5,39.72999954223633,36.20000076293945,37.65999984741211,38.3753701156078,39.209665742582565,43.28592952593837,nn,nn,2019-03-05,-8.31500244140625,46
2017,37.897499084472656,42.88249969482422,37.42250061035156,42.45249938964844,39.540264193905124,39.70856322674655,43.219255115035175,nn,nn,2019-03-12,-8.31500244140625,46
2018,42.77000045776367,46.25,41.96500015258789,44.375,40.9216172813608,40.426476576477846,43.31171470583236,nn,nn,2019-03-19,-8.31500244140625,46
2019,43.96500015258789,45.4375,42.77750015258789,44.88999938964844,42.05544074087155,41.1131723938887,43.43797748053765,nn,nn,2019-03-26,-8.31500244140625,46
2020,45.814998626708984,47.912498474121094,45.092498779296875,47.73749923706055,43.67888602549698,42.13229960053052,43.78193922105948,nn,nn,2019-04-02,-8.31500244140625,46
2021,47.43000030517578,48.36750030517578,46.88999938964844,47.502498626708984,44.77134676870041,42.95848406609644,44.07958397351144,nn,nn,2019-04-09,-8.31500244140625,46
2022,47.42499923706055,47.6150016784668,45.775001525878906,46.57500076293945,45.28667648134014,43.514871250226136,44.27921731666568,nn,nn,2019-04-16,-8.31500244140625,46
2023,46.337501525878906,48.20249938964844,43.32500076293945,44.522499084472656,45.068340082235146,43.66989091703329,44.29867985809024,nn,nn,2019-04-23,-8.31500244140625,46
2024,44.602500915527344,46.217498779296875,36.220001220703125,36.287498474121094,40.83187484741211,40.83187484741211,40.83187484741211,46.217498779296875,50.825281103086155,2019-04-24,-8.31500244140625,46
2025,40.4474983215332,40.45500183105469,33.32749938964844,36.25,47.32795271293487,53.44636083435294,57.36149088282486,nn,nn,2018-11-20,-10.009998321533203,47
2026,37.47249984741211,40.96500015258789,36.63999938964844,40.85749816894531,45.47925141465214,51.509612731982536,56.0411714657145,nn,nn,2018-11-27,-10.009998321533203,47
2027,43.150001525878906,43.66999816894531,36.404998779296875,36.90250015258789,43.028751054062354,49.2623646428449,54.51007776066437,nn,nn,2018-12-04,-10.009998321533203,47
2028,36.45000076293945,38.97249984741211,36.20500183105469,36.61249923706055,41.19553624920469,47.31623150349346,53.07827147877607,nn,nn,2018-12-11,-10.009998321533203,47
2029,36.310001373291016,37.58250045776367,32.1150016784668,32.39250183105469,38.68038355830469,45.020273092349036,51.423409906958355,nn,nn,2018-12-18,-10.009998321533203,47
2030,31.622499465942383,34.34749984741211,31.114999771118164,33.412498474121094,37.175273534252234,43.23446161262166,49.982536992331376,nn,nn,2018-12-25,-10.009998321533203,47
2031,33.849998474121094,34.619998931884766,31.922500610351562,34.04750061035156,36.28162412742347,41.821082996887796,48.70773408177299,nn,nn,2019-01-01,-10.009998321533203,47
2032,34.625,37.4375,34.10749816894531,37.20750045776367,36.54616022180638,41.11130106779178,47.787715391852245,nn,nn,2019-01-08,-10.009998321533203,47
2033,36.68000030517578,39.494998931884766,36.442501068115234,39.23249816894531,37.31368534956036,40.822254467969245,47.10329801401969,nn,nn,2019-01-15,-10.009998321533203,47
2034,38.9275016784668,40.220001220703125,36.88750076293945,40.037498474121094,38.091917670863424,40.70152277660799,46.538034050827804,nn,nn,2019-01-22,-10.009998321533203,47
2035,34.13750076293945,36.6974983215332,32.75,36.182498931884766,37.54636945972666,40.006288338958264,45.70959124131236,nn,nn,2019-01-29,-10.009998321533203,47
2036,36.342498779296875,38.900001525878906,36.032501220703125,37.04249954223633,37.402406626158,39.55032083177027,45.016223905386276,nn,nn,2019-02-05,-10.009998321533203,47
2037,36.59749984741211,40.967498779296875,36.125,39.334999084472656,37.95457589996219,39.5171944091091,44.56172591971319,nn,nn,2019-02-12,-10.009998321533203,47
2038,39.227500915527344,40.314998626708984,38.79499816894531,39.79750061035156,38.481125817216295,39.56031844006948,44.18058789496426,nn,nn,2019-02-19,-10.009998321533203,47
2039,40.63999938964844,41.31999969482422,38.27750015258789,39.11249923706055,38.66151822288608,39.4914231780681,43.77514080233196,nn,nn,2019-02-26,-10.009998321533203,47
2040,39.5,39.72999954223633,36.20000076293945,37.65999984741211,38.3753701156078,39.209665742582565,43.28592952593837,nn,nn,2019-03-05,-10.009998321533203,47
2041,37.897499084472656,42.88249969482422,37.42250061035156,42.45249938964844,39.540264193905124,39.70856322674655,43.219255115035175,nn,nn,2019-03-12,-10.009998321533203,47
2042,42.77000045776367,46.25,41.96500015258789,44.375,40.9216172813608,40.426476576477846,43.31171470583236,nn,nn,2019-03-19,-10.009998321533203,47
2043,43.96500015258789,45.4375,42.77750015258789,44.88999938964844,42.05544074087155,41.1131723938887,43.43797748053765,nn,nn,2019-03-26,-10.009998321533203,47
2044,45.814998626708984,47.912498474121094,45.092498779296875,47.73749923706055,43.67888602549698,42.13229960053052,43.78193922105948,nn,nn,2019-04-02,-10.009998321533203,47
2045,47.43000030517578,48.36750030517578,46.88999938964844,47.502498626708984,44.77134676870041,42.95848406609644,44.07958397351144,nn,nn,2019-04-09,-10.009998321533203,47
2046,47.42499923706055,47.6150016784668,45.775001525878906,46.57500076293945,45.28667648134014,43.514871250226136,44.27921731666568,nn,nn,2019-04-16,-10.009998321533203,47
2047,46.337501525878906,48.20249938964844,43.32500076293945,44.522499084472656,45.068340082235146,43.66989091703329,44.29867985809024,nn,nn,2019-04-23,-10.009998321533203,47
2048,44.602500915527344,46.217498779296875,43.875,45.752498626708984,45.26381395208482,43.99029210313724,44.41498535957974,nn,nn,2019-04-30,-10.009998321533203,47
2049,43.875,45.084999084472656,33.84749984741211,33.8650016784668,39.16812515258789,39.16812515258789,39.16812515258789,45.084999084472656,50.13110354352048,2019-05-01,-10.009998321533203,47
2050,37.47249984741211,40.96500015258789,36.63999938964844,40.85749816894531,45.47925141465214,51.509612731982536,56.0411714657145,nn,nn,2018-11-27,-4.5,48
2051,43.150001525878906,43.66999816894531,36.404998779296875,36.90250015258789,43.028751054062354,49.2623646428449,54.51007776066437,nn,nn,2018-12-04,-4.5,48
2052,36.45000076293945,38.97249984741211,36.20500183105469,36.61249923706055,41.19553624920469,47.31623150349346,53.07827147877607,nn,nn,2018-12-11,-4.5,48
2053,36.310001373291016,37.58250045776367,32.1150016784668,32.39250183105469,38.68038355830469,45.020273092349036,51.423409906958355,nn,nn,2018-12-18,-4.5,48
2054,31.622499465942383,34.34749984741211,31.114999771118164,33.412498474121094,37.175273534252234,43.23446161262166,49.982536992331376,nn,nn,2018-12-25,-4.5,48
2055,33.849998474121094,34.619998931884766,31.922500610351562,34.04750061035156,36.28162412742347,41.821082996887796,48.70773408177299,nn,nn,2019-01-01,-4.5,48
2056,34.625,37.4375,34.10749816894531,37.20750045776367,36.54616022180638,41.11130106779178,47.787715391852245,nn,nn,2019-01-08,-4.5,48
2057,36.68000030517578,39.494998931884766,36.442501068115234,39.23249816894531,37.31368534956036,40.822254467969245,47.10329801401969,nn,nn,2019-01-15,-4.5,48
2058,38.9275016784668,40.220001220703125,36.88750076293945,40.037498474121094,38.091917670863424,40.70152277660799,46.538034050827804,nn,nn,2019-01-22,-4.5,48
2059,34.13750076293945,36.6974983215332,32.75,36.182498931884766,37.54636945972666,40.006288338958264,45.70959124131236,nn,nn,2019-01-29,-4.5,48
2060,36.342498779296875,38.900001525878906,36.032501220703125,37.04249954223633,37.402406626158,39.55032083177027,45.016223905386276,nn,nn,2019-02-05,-4.5,48
2061,36.59749984741211,40.967498779296875,36.125,39.334999084472656,37.95457589996219,39.5171944091091,44.56172591971319,nn,nn,2019-02-12,-4.5,48
2062,39.227500915527344,40.314998626708984,38.79499816894531,39.79750061035156,38.481125817216295,39.56031844006948,44.18058789496426,nn,nn,2019-02-19,-4.5,48
2063,40.63999938964844,41.31999969482422,38.27750015258789,39.11249923706055,38.66151822288608,39.4914231780681,43.77514080233196,nn,nn,2019-02-26,-4.5,48
2064,39.5,39.72999954223633,36.20000076293945,37.65999984741211,38.3753701156078,39.209665742582565,43.28592952593837,nn,nn,2019-03-05,-4.5,48
2065,37.897499084472656,42.88249969482422,37.42250061035156,42.45249938964844,39.540264193905124,39.70856322674655,43.219255115035175,nn,nn,2019-03-12,-4.5,48
2066,42.77000045776367,46.25,41.96500015258789,44.375,40.9216172813608,40.426476576477846,43.31171470583236,nn,nn,2019-03-19,-4.5,48
2067,43.96500015258789,45.4375,42.77750015258789,44.88999938964844,42.05544074087155,41.1131723938887,43.43797748053765,nn,nn,2019-03-26,-4.5,48
2068,45.814998626708984,47.912498474121094,45.092498779296875,47.73749923706055,43.67888602549698,42.13229960053052,43.78193922105948,nn,nn,2019-04-02,-4.5,48
2069,47.43000030517578,48.36750030517578,46.88999938964844,47.502498626708984,44.77134676870041,42.95848406609644,44.07958397351144,nn,nn,2019-04-09,-4.5,48
2070,47.42499923706055,47.6150016784668,45.775001525878906,46.57500076293945,45.28667648134014,43.514871250226136,44.27921731666568,nn,nn,2019-04-16,-4.5,48
